name,address,region
Ayu Berlian Motor PD,Jl.  Ciledug 259 Kota Kulon,garut
SD Tarsisius 02,Jl.  Batu Sari Raya 12,jakarta
Bank Central Asia (BCA) Wisma Relasi,Jl.  Panjang 333 Wisma Relasi Lantai Dasar,jakarta
Elisa Salon,Kompleks Wisma Tropodo V/9,surabaya
Ayu Sinta Salon,Jl.  Klampis Indah Blok B/1,surabaya
SMK Negeri 1 Bekasi,Jl.  Bintara VIII 2,bekasi
Jasper Salon,Jl.  Boulevard Ruko Jasper II/8-9,makassar
Toko Lima Saudara,Jl.  Tl Gong Pasar Angkasa 40,jakarta
Cempaka Salon,Jl Ciputat Raya 56,jakarta
Akademi Keperawatan Husada,Jl.  Sunan Giri 5-A Gedung Prestasi,jakarta
Setiadewi Salon,Jl.  Imam Bonjol Gg Batan Kepel 1,denpasar
Hosana Motor,Jl.  Veteran Selatan 249-X,makassar
Rumah Makan Aksara,Jl.  Aksara 70,medan
ATM BNI KCP UNS,Jl.  Ir Sutami 36A,semarang
Kantor Pengacara R Akbar Lubis,Jl. Diponegoro 59  Menteng -,jakarta
ATM Mandiri Psr Minggu 5,Jl.  Raya Psr Minggu Kav 34,jakarta
Bank Danamon Jl Raya Ragunan,Jl.  Raya Ragunan Deli Plaza Ruko Blok B/10-P,jakarta
Chinergy Day Spa,Jl Abdullah Lubis 14/24,medan
SD Negeri Pakel,Jl.  Tritunggal 27,yogyakarta
Genset Supermarket,Rukan Tomang Tol Bl A-1/50,jakarta
Dyene Square,Jl Legian Kaja 456-D,denpasar
WS Toserba,Jl Kaliurang Km 11,yogyakarta
Rumah Makan Meutia,Jl.  Bendungan Hilir Raya 60 Gunanusa Bldg,jakarta
PT Guntur I B 29,Jl.  Anyelir 22,denpasar
HTH Bicycles,Jl.  Bekasi Barat 38 Rawa Bunga Jatinegara,jakarta
Grand Darussalam PT,Jl.  Darussalam 32 B,medan
PT Banten Lamen Lestari,Jl.  Cisanggiri II 19,jakarta
Bengkel Wilis Motor,Jl.  Jendral Sudirman 128 Langensari Ungaran,semarang
Apotik Kusuma,Jl.  Sungai Saddang Baru 49,makassar
Apotik Pusaka Artha,Jl.  Falatehan 14,jakarta
Astra International PT Tbk Isuzu Division,Jl.  Sisingamangaraja 243 Sudirejo I,medan
RSB Panti Nugeraha,Jl.  Senayan 26,jakarta
Merpati Nusantara Airlines PT,Jl.  Brigjen Katamso 20,semarang
PT Medan Niaga Utama,Jl Jend Gatot Subroto 30,medan
CV Jaya Asih,Jl.  Singasari 100-X,denpasar
Rumah Makan Masa Kini,Jl.  Jatinegara Barat 166-F,jakarta
68 Mobil,Jl.  Nibung Raya 68,medan
Raden Saleh Hotel,Jl.  Raden Saleh Raya 24 Cikini Menteng,jakarta
SD Negeri Cibogo,Jl.  Cibogo 78,bandung
TK Kelompok Bermain Katolik Santa Maria Regina,Jl.  Rungkut Barata VI 64,surabaya
Jemmy Salon Wedding Service,Jl Dharmahusada 117-A,surabaya
Rumah Makan Air Tawar,Jl.  WR Supratman 8,bandung
Devi Salon Gaun Pengantin,Pus Niaga Roxy Mas Bl C-3/36-37,jakarta
Makassar Raya Motor PT,Jl.  Jendral A Yani 15 Pattunuang Wajo,makassar
King Tossa Motor,Jl.  Usman Sadar 119 Ngipik,gresik
Kobra Express,Ruko Golden Road Bl C 33/7 & 8,tangerang
Astra International PT Honda Sales Operation,Jl.  Veteran Selatan 15-21,makassar
Bank Central Asia (BCA) Kompl Taman Palem Lestari,Kompleks Taman Palem Lestari Blok C-5/52,jakarta
SMP Krista Mitra,Kompleks Puri Executive Blok II-A/12-A,semarang
Apotik Kimia Farma 9,Jl.  Asia Afrika 9,bandung
Klinik Modern Dasa Medika,Jl.  P Diponegoro 161,surabaya
SMK YPM 6,Jl.  Jendral A Yani 10,bojonegoro
Kantor Pengacara Sebelas Bhakti,Jl. Tomang 2 E  Palmerah -,jakarta
SMP Negeri 161,Jl.  Delman Utama I Blok A,jakarta
International Islamic University Colleage  Jakarta,Jl.  Melawai Raya 8-C Melawai Kebayoran Baru,jakarta
Kantor Pengacara dan Advokat Gunawan Nanung & Rekan,Jl. Daan Mogot 346-348  Grogol Petamburan -,jakarta
Bank Danamon Jl By Pass Ngurah Rai,Jl.  By Pass Ngurah Rai 100,denpasar
Arimbi Boutique,Jl Raya Arjuna 139,surabaya
ATM BCA Tiang Bendera,Jl.  Tiang Bendera 5 38E,jakarta
PT. Uni Network Communications,"Jl.  Batu Jajar no 11a, Sawah Besar,",jakarta
PT Adya Wisata,Jl.  Buni Sari 26,denpasar
ATM Mandiri Kelapa Gading 2,Jl.  Boulevard Barat Raya Blok A/12-A,jakarta
Toko Beyond,Pasar Tanah Abang Blok B/46-47,jakarta
Pansit Siantar,Jl.  Sutomo Ujung 152,medan
Rudy Salon,Jl.  Candi Borobudur 3-F,malang
Blambangan Motor,"Jl.  Hasanudin 19 Genteng,",banyuwangi
Bank Panin Kompl Taman Mutiara,Kompleks Taman Mutiara Palem Blok D-1/17,jakarta
River Kids,Perumahan Uniga Joyogrand Atas 41,malang
PT Elang Muda Nusantara,Jl.  Jemursari III 27,surabaya
Bali Van Rent A Car,Jl Raya Tuban 108,denpasar
SMP Negeri Baji Minasa,Jl.  Baji Minasa 22,makassar
SMK PGRI 35,Jl.  Raya Jati I 52,jakarta
ATM Mandiri Kramat Jati,Kantor Pusat Jasa Marga,jakarta
SMK Diponegoro 1,Jl.  Sunan Giri 5,jakarta
Hotel Buana Lestari,Jl.  Jendral Sudirman 418,balikpapan
ATM BNI KLN Mangga Besar,Jl.  Raya Mangga Besar 42,jakarta
SMP Negeri Bungaya,Jl.  Kumala 110,makassar
Koperasi Karyawan PT Pelita Air Service,Jl.  Abdul Muis 52-56-A,jakarta
ATM Danamon K Pos Fatmawati 2,Jl.  RS Fatmawati 10,jakarta
Tommy Salon,Jl Ki Mangunsarkoro 92-A,semarang
Samsara Fine Arts Gallery,Jl.  Raya Mas 114 Br Kawan  Ubud,gianyar
Apotik Profesi,Jl.  Hayam Wuruk 35,yogyakarta
Cipadu Square,Jl KH Wahid Hasyim Bl K/11,jakarta
PT Arcon,Kompleks Darmo Park I Blok V-B/15,surabaya
RSJ Daerah Propinsi Sumatera Utara,Jl.  Tali Air 21,medan
KIA Salon,Jl.  Warung Buncit Raya 145-A,jakarta
SMA Perguruan Advent Salemba,Jl.  Raya Salemba 47,jakarta
Bank Panin Jl Pluit Karang Timur,Jl.  Pluit Karang Timur Blok O-8 51,jakarta
Siaga Indah Marista PT Radio,Jl.  Kayu Tangi II Jalur I 88,banjarmasin
Lestari,Jl.  Karya Jasa 62,medan
PT Sunsonindo,Jl.  Sawunggaling 8,bandung
SMP Jubilee School,Jl.  Sunter Mutiara Bl-A/2,jakarta
Toko Jadi,Pasar Tambakrejo Bl B/4,surabaya
SMP Muhammadiyah 1,Jl.  Masjid Al Islan 21,jakarta
Nirmala Salon,Jl.  Pulau Belitung 15,denpasar
PT. Nagawa Indonesia International,Jl.  Raya Cakung Cilincing KM 1 No. 11,jakarta
Toko Srikandi,Jl Rungkut Kidul Industri 29 A,surabaya
Elba Salon,Jl Simpang Darmo Permai Slt III 66,surabaya
Absa Swalayan,Jl DR Abdurachman Saleh 11,semarang
Rojak Salon,Jl.  Cijerah Raya 127,bandung
Polsek Gunung Sindur,Jl.  Asma Asmawi 10,tangerang
Tekad Motor,Jl.  Pd Kelapa Raya 18,jakarta
Rumah Makan Semaki,Jl.  Brigjen Katamso 105,yogyakarta
PT Jayasunli Subur Makmur Polyester,Jl.  Raya Serang Km 24 Kawasan Industri Astra,tangerang
ATM Permata Kg Blevard,Jl.  Boulevard Kelapa Gading Permai Blok H-4/7,jakarta
Christine Salon,Jl Keboncai 24,cirebon
SMP Pangeran Jayakarta,Jl.  Jendral Sudirman Km 28,bekasi
PT Kalimasada,Jl Pd Kelapa Ruko Pondok Kelapa Bl A/2,jakarta
PT Star Casanova,Jl.  Gajah Mada 12-CD,jakarta
SD Eppata 2,Kompleks Muka Kuning Indah Blok GG-2,batam
Toko Mutiara,Jl.  Veteran 29 Mintaragen,tegal
Batavia Kitchen,Ruko Little Asia 856,tangerang
Tugu Asri Hotel,Jl.  Jatibaru 7-9 Kp Bali Tanah Abang,jakarta
PT Dialogue Garmindo Utama,Jl.  Industri I 1,bandung
Slim Expert Gym Beauty Center,Ruko Bukit Gading Indah Bl-C/7-8,jakarta
Pradah Dipta Indah,Jl. Penataran 6 Menteng -,jakarta
PT Novartis Indonesia,Jl.  Terusan Holis 466 Caringin,bandung
Ciptakomunindo Pradipta,Jl. Abdul Muis No.80-A  Gambir -,jakarta
Apotik Delta,Jl.  Imam Bonjol 177-A,semarang
PT Almeros Prima Hanata,Jl.  Gandaria I 73,jakarta
SMP Bina Bangsa 2,Jl.  Krembangan Jaya V 29,surabaya
ALFAIZ DESIGN,Jl.  Raya Alian Km.5 kebumen Jawa Tengah 54352,yogyakarta
Imelda Salon,Jl.  Nginden Intan Tgh 49,surabaya
SD Negeri 1 Cisaranten Kulon,Jl.  Cisaranten Kulon 129,bandung
Luarkotak,Jl.  Administrasi Negara 1,jakarta
Baja Tehnik Construction,Jl.  Dr Setiabudi 84 Besusu,palu
SMP 5 Kuta,Jl.  Kesambi 4,denpasar
SD Negeri Ledok Kulon 2,Jl.  Kapt Ramli 845,bojonegoro
SMP Delima National Plus,Jl.  Bangka 11-C 9-B,jakarta
Apotik Multazam Taman Surya,Kompleks Taman Surya Blok A-1/24,jakarta
PT Bukit Sumber Agung,Jl Inspeksi Terusan Kalimalang Jaka Permai,bekasi
Cianjur Hotel,Jl.  WR Supratman 39 Dangin Puri,denpasar
Indah Warna Grafika,"Jl.  Manggis, Klebengan, CT VIII",yogyakarta
RSIA Keluarga Ibu,Jl.  Raya Benua Indah 58,tangerang
ATM Permata Abdul Muis,Jl.  Abdul Muis 40 Wisma BSG Lantai 1/102,jakarta
Bengkel Cahaya Baru,Jl.  Gn Anyar Lor 73 Gunung Anyar Gununganyar,surabaya
ATM BCA Kimia Farma Hasanuddin,Jl.  Sultan Hasanuddin,makassar
SD Negeri 03 Sukabumi Utara,Jl.  Harun 49,jakarta
Restu Motor UD,Jl.  Jendral Sudirman 39 Panderejo,banyuwangi
Utama Rental Mobil,Jl.  Calincing III Blok D-6/1 Komp,bogor
Siti Shop,Jl.  Double Six 26 Kerobokan Kuta,denpasar
Citibank Jl Adhyaksa Baru,Jl.  Adhyaksa Baru 1 Mall Panakkukang Square,makassar
Poliklinik Jamsostek,Jl.  Manukan VII Blok H/3-A,surabaya
SD Anugerah Abadi,Jl.  Madrasah 41,jakarta
PT Arion Paramita,Jl Pemuda Kav 3-4 Arion Mall,jakarta
Coklat Monggo Yogyakarta,Coklat Monggo,yogyakarta
Ayam Goreng Ninit,Jl.  C Simanjuntak 36-A,yogyakarta
SMP Negeri 2 Mengwi,Br Tegal Saat Kapal,denpasar
Travel Kencana Tour And,Gg Gerilya 645,yogyakarta
ATM BNI KCP UNHAS Tamalanrea 1,Jl.  Perintis Kemerdekaan km 10,makassar
Srikandi PT,Jl.  Batu Tulis 48 C-D Kebon Kelapa Gambir,jakarta
PT Nippon Steel Construction Indonesia,Jl.  Belitung I 25 Selong Kebayoran Baru,jakarta
Apotik Antang,Jl.  KH Ramli 34,makassar
Tri Multi Motor,Jl.  Cicendo 6,bandung
Utami Catering Snacks,Jl.  Jagir Wonokromo Pasar V 1,semarang
PT Hadi Dwi Pratiwi,Jl.  Cendrawasih Kompleks Unilever Blok A/1,jakarta
Resto Sari Boboko,Jl.  Raya ciater barat no 54 BSD,tangerang
TK Tarakanita,Jl.  Sungai Barito II 54,jakarta
ATM Bukopin Rumah Sakit Pd Indah,Jl.  Taman Duta I,jakarta
ATM CIMB Niaga Dt Mas Jelambar,Kompleks Taman Duta Mas Blok D-9 A/9,jakarta
SD Negeri 03 Sukamaju Baru,Kompleks AD,jakarta
Play Group Mentasi Montessori,Jl.  Tipar Radar Auri 57,jakarta
ATM BNI KLN Duta Mas Fatmawati,Jl.  RS Fatmawati 39 Blok B1/5,jakarta
Toko Manjaya Butik,Jl.  Pasar Kb Kembang Blok F I/76,bogor
Bank Negara Indonesia (BNI) Syariah Jl Tmn Sari Bawah,Jl.  Taman Sari Bawah 24,bandung
Nabila Salon,Jl.  Tole Iskandar Ruko Mutiara,depok
Febry Salon,Jl.  Willem Iskandar 69,medan
Cahaya Baru UD,Jl.  Kotanopan I 17 Pasar Baru,medan
Toko Laris Baru,Jl Binjai Km 8.5/548-C,medan
Klinik Avida,Jl.  Raya Cipinang Cempedak 5,jakarta
Surabayakafe,Jl.  Tidar 65,surabaya
TK Pertiwi,Jl.  Wangun 334,bogor
Balai Pengobatan Mandiri,Jl.  Batara Bira 25 Bulu Rokeng Biringkanaya,makassar
Sekolah Harapan Bangsa,Jl.  Raya Pala Kompleks Bukit Modern,jakarta
Toko Andri Jaya,Jl Tebet Tmr Dalam Raya Pasar PSPT Los A/20,jakarta
PT Bojonegoro Intermedia Pers,Jl.  Jendral A Yani 39  Kapas,bojonegoro
Toko Cahaya Abadi,Jl.  Waringin Pasar Andir H-8,bandung
Vogue Boutique,Psr Atoom Thp II Bl BB/71 Lt 3,surabaya
Hanomans Forest,Jl.  Prawirotaman 9,yogyakarta
Klinik Berkat Terbuka,Jl.  Bengkong Permai Blok E/21-22,batam
TK Al Wathoniyah 8,Jl.  Pengarengan,jakarta
Polda Prop Sumatera Utara,Jl.  Imam Bonjol 34,medan
Citra Singgalang Mobil,Jl.  Adinegoro 8 Bungo Pasang Koto Tangah,padang
Toko Melati Indah,Merlin Indah Plaza 46,jakarta
ATM BCA Pasir Kaliki Atas 1,Jl.  Pasirkaliki 56,bandung
May Salon,Jl Kedoya Raya Bl E-2/3,jakarta
Italia Boutique,Jl Boulevard Raya Mal Kelapa Gading 314 Lt 2,jakarta
Joker Rent Car,Jl.  Hanoman 46  Ubud,gianyar
SD Negeri 03 Pagi Cinere,Jl.  Lempuyang Blok L/7,jakarta
Krukus Brand Indonesia,Jl.  Raya Sepande No.1 Sepande,sidoarjo
Rumah Makan Mak Etek,Kompleks Business Centre IV,batam
SD Negeri 142426,Jl.  Dr Sutomo 25,padang
Jesica Salon,Kompl Penuin Center Bl L/6,batam
Toko Dewi Fortuna,Kompl Pondok Ungu Permai Sktr V Bl B-1/16,bekasi
Neneng Catering,Jl.  Kranggan Raya Pasar Kranggan Blok A/13-14,jakarta
Kedutaan Besar Negara Qatar,Jl. Taman Ubud 1 No.5 Setiabudi -,jakarta
Luve Butik,Jl.  Ampera Raya 18,jakarta
LKA CV,Jl.  Hayam Wuruk 3-MM Kebon Kelapa Gambir,jakarta
Siantar Hotel Group,Jl.  Sisingamangaraja Km 7 5 Sudirejo I,medan
ATM BNI ITC Roxy Mas 1,Jl.  KH Hasyim Ashari Blok B I/5-6,jakarta
Reno Foto,Jl.  Industri 3,jakarta
Toko Lirisa,Jl.  Ikan Bandeng 16-18 Sidokumpul,gresik
SD Negeri 10 Jakasampurna,Jl.  Patriot Raya,bekasi
SMA Pandu,"Jl.  Raya Cibungbulang Km 15, Cibungbulang",bogor
ATM Mandiri Darmawangsa,Jl.  Darmawangsa VI/IX,jakarta
88 Kios,Jl RC Veteran Raya 102,jakarta
Mini Market King,Jl Percetakan Negara Raya Bl D/756,jakarta
C C,Jl.  Raya Darmo Permai I 59,surabaya
Universitas Ciputra,Kompleks Water Park,surabaya
Can Cam Boutique,Jl.  Mayjen Sungkono 180-A,surabaya
Toko Fusco,Pasar Tanah Abang Los FKS Blok B/26 Lantai 2,jakarta
Adha Ardika PT,Jl.  Mayjen Sutoyo 37,semarang
Emerald Mega Mandiri PT,Jl.  Jendral Sudirman Kav 60 Menara Sudirman,jakarta
Sisca Boutique,Pasar Atoom Thp V 73,surabaya
Apotik Ngaglik Baru,Jl.  Rungkut Lor RL I G-1,surabaya
Margi Izza Aditi CV,Jl.  Pulau Adi 24 Dauh Puri Klod,denpasar
Anisya Boutique,Jl Dr Setiabudi 234 Kompl NCC Bl D/2,medan
Apotik Aries,Jl.  Kb Kacang I 84,jakarta
Poliklinik RSU Puri Raharja,Jl.  WR Supratman 14-19 Dangin Puri Kangin,denpasar
SMP Negeri 232,Jl.  Raya Gading 16,jakarta
Wijaya Karya PT Persero,Jl.  Taman Kemala Raya Blok 11/1,bekasi
Utama Mandiri Toko,Jl.  Talasalapang Raya IX 27 Mangasa Tamalate,makassar
Semeru Service Station & Repairing,Jl.  Letjen Sutoyo 35 Jatimulyo Sukun,malang
Klinik On Indonesia,Jl.  Pagongan 11 Pekalangan Pekalipan,cirebon
Chelsea Butik,Pasar Atoom Thp V 2076-T,surabaya
PT Suara Antara Mas,Jl.  Siliwangi 123 Ekalokasari P,bogor
Brahmana Departement Store,Jl Jend A Yani 130-B,semarang
Sabana Kapau Rumah,Jl.  Kiaracondong 326-A,bandung
Von Spa Okky Beauty Salon,Jl.  Raya Tuban 6-X,denpasar
Magnet Zone,Jl.  BKR Pelajar 30,surabaya
Ancha Ady Salon,Jl Cinere Raya Bl M/21,jakarta
Warung Utama,Jl.  Simogunung Barat II 4-B,surabaya
Iqra Corner Busana Muslim,Jl.  Kaliurang Km 5 8 Condongcatur Depok,yogyakarta
Ling Ling Kantin,Ruko Gajah Mada 2015,tangerang
SMP Karman Amat,Jl.  Raya Benowo 1-9,surabaya
Lotus Fashion,Jl Kopo Permai III 18,bandung
Akademi Keperawatan Yaspen RS Tugu Ibu,Jl.  Bates 54 Baru Pasar Rebo,jakarta
PT. MOIKO TASINDO,Jl.  Gunung Halimun Blok D3 No. 2 Ciomas -,bogor
ATM BNI KC Bogor Syariah,Jl.  Raya Pajajaran 27A - B,bogor
Toko Enam Tiga,Jl.  Jendral A Yani 9 Kampung Baru Buleleng,singaraja
Dewi Salon,Jl.  Bukit Tungal,denpasar
SMA Mardisiswa,Jl.  Raya Sukun 45,semarang
Deli Mas Swalayan,Jl Irian 69/147,medan
Bank UOB Buana Jl Kaliurang,"Jl.  Kaliurang Km 5,6",yogyakarta
Rafel Salon,Jl Tmn Duta Mas Bl A-6/33,jakarta
Perkasa Toko,Jl.  Dr Sam Ratulangi 262-A Parang Mamajang,makassar
Multiconsult CV,Jl.  Ketintang Baru IV 16 Ketintang Gayungan,surabaya
P2 Cussons Indonesia PT,Jl.  Kuningan Barat 8 Gedung Cyber Lantai 9,jakarta
TK Salman Al Farisi,Jl.  Tubagus Ismail VIII,bandung
Bank Artha Graha Internasional Jl Cemara Boulevard,Jl.  Cemara Boulevard Blok H-1/111-111A,medan
Club Bali Mirage,Jl.  Pratama 72-74,denpasar
Astra International PT Tbk Daihatsu,Jl.  Majapahit 111-117 Gayamsari Gayamsari,semarang
Primrose Flowers,Jl. Lebak Bulus I No.47 A Cilandak -,jakarta
SD Negeri 01 Telajung,Jl.  S Parman 100,bekasi
ATM Mandiri Plaza Dua Mutiara,Jl.  Jendral Sudirman Kav 25 Plaza Dua Mutiara,jakarta
Doni Salon,Jl.  Lodaya 53,bandung
Apotik Sartika Asih,Jl.  Moh Toha 369,bandung
Hair Top Salon,Jl Keadilan 2-A,jakarta
Madrasah Tsanawiyah Muhamadiyah Gedongteng,Jl.  Dagen 82,yogyakarta
Poliklinik Nahdatul Ulama,Jl.  Raya Mranggen 17,semarang
TK Al Fattah,Jl.  Raya Mastrip Karangpilang 35,surabaya
Endless Summer,Jl.  Pantai Kuta 99 X,denpasar
Toko Ratna,Jl.  Pucang Anom 42 Pucangsewu Gubeng,surabaya
Lembaga Administrasi Perusahaan,Jl.  Jendral A Yani Kav 256,jakarta
Universitas Garut,Jl.  Cimanuk 285-A,garut
Future Leaders,Jl.  Deplu Raya 10,jakarta
Kafe The Stone,Jl.  Rancakendal Luhur 5,bandung
Manalagi Perush,Jl.  Nias 8 Kasin Klojen,malang
Restoran Emerald,Ruko Taman Kopo Indah I Blok II/10,bandung
Next Academy The,Jl.  Pejaten Raya 31,jakarta
Apotik Budi Lestari,Jl.  PTB Blok D-1/161,jakarta
Hotel Dewaruci,Jl.  Veteran 169,yogyakarta
Ibis Arcadia Hotel,Jl.  KH Wahid Hasyim 114,jakarta
Nusa Jaya Sejahtera PT,Villa Idaman 3 Batu Selicin Lubuk Baja,batam
Indoagung Surya Motor PT,Jl.  Merak 2 Randugunting,tegal
Apotik Alhidayah,Jl.  Veteran 297/7,banjarmasin
Zip Boutique,Ged Pakuwon Trade Centre Bl C-9/39 Ground Fl,surabaya
SMP Negeri 51,Jl.  Kejaksaan,jakarta
TK Buah Hati Kalilom,Jl.  Kalilom Lor Timur VI Kav B-7,surabaya
Bank Artha Graha Internasional Jl Pajajaran,Jl.  Pajajaran 84-B,bandung
Toko Andes,Jl Dr Wahidin Sudirohusodo 8,padang
Karya Sarana CV,Jl.  Kebo Iwa 15-X Peguyangan,denpasar
Bank DKI PT,Jl.  Jawa Blok B/7-D,jakarta
New Grand Park Hotel,Jl.  Samudra 3-5 Bongkaran Pabean Cantikan,surabaya
Guna Megah Sukses PT,Jl.  Pejuangan 8 Kebon Jeruk Kebon Jeruk,jakarta
Darussalam Hotel,Jl.  Letjen TB Simatupang 147 AB,medan
SMA UII,Jl.  Sorowajan Baru,yogyakarta
PT Ristra House,Jl.  Raya Kalirungkut 73,surabaya
PT Mustika Lontarindah,Jl.  Jendral Basuki Rachmad 87-91,surabaya
Surya Husada Rumah Bersalin Nusa Dua,Jl.  Siligita Blok I/14,denpasar
Restoran Green House Bar Garden,Jl.  Pantai Kuta Legian,denpasar
Alfa Retailindo PT Tbk,Jl Raden Patah 210-A,semarang
Rumah Makan Podo Trisno,Jl.  Tambak Langon 2-4,surabaya
Mini Market Dharma Putri,Jl Waturenggong 125,denpasar
SD Yayasan Pendidikan Gracia,"Jl.  Pagarsih 256, Jamika, Bojongloa Kaler",bandung
Adinda Hotel,Jl.  Karna 8 Ubud,denpasar
ATM BCA Petronas BSD,Jl.  Kavling Komersial IV Blok A/1-2,tangerang
Apotik Mataram Segar,Jl.  D Toba B 16,malang
Perdana Wisata Hotel,Jl.  Jendral Sudirman 66-68,bandung
PT Makmur Motorindo Utama,Jl.  Bedugul Blok B-5/3,jakarta
RSIA Bunda Aliyah,Jl.  Pahlawan Revolusi 100,jakarta
SMK Bina Siswa,Jl.  Daud I 60 A,jakarta
Akademi Akuntansi,Jl.  Erlangga Barat III 8,semarang
TK Islam At Taqwa,Jl.  Masjid At Taqwa Kompleks Mutiara Garuda,jakarta
Rumah Sakit Masmitra Jatimakmur,Jl.  Raya Jati Makmur 40,jakarta
SMK Muslimin,Jl.  Patuha 36,bandung
Rumah Makan Mulia,Jl.  Lasinrang 8,makassar
PT Sinar Rajawali Containerindo,Jl Tambak Sawah Industri 1,surabaya
Kafe Delunch,Jl.  Nibung Raya 164-166,medan
Depot Tiga Putri,Jl.  Jemur Ngawinan I 34,surabaya
ATM BCA Supermarket Marelan,Jl.  Raya Marelan 8,medan
Pondok Sartika Hotel,Jl.  Pangarang II 1 Cikawao Lengkong,bandung
SD Negeri 08 Pagi Pela Mampang,Jl.  Bangka VIII Gg Manggis,jakarta
Dapur 33,Jl.  Candi Trowulan 35,malang
Shinta Collection,Perumahan Puri Indah Blok BC-11 Wilayah Kec,sidoarjo
Barolo Bar Dan Brasserie Rest,Jl.  Kemang Raya 2 Plaza Bisnis Kemang I,jakarta
Boby Salon,Jl.  Warakas 36,jakarta
Yees Collection,Jl.  Dr Setiabudi 42,bandung
Arti Catering,Jl.  Karang Rejo VI 49,surabaya
SMA Negeri Kapetakan,Jl.  Sekmagelung Kapetakan,cirebon
UD Lancar,Perempatan Bakulan Bantul,yogyakarta
SMP Negeri 217,Jl.  Kamboja,jakarta
Yes Boutique,Jl Guru Patimpus 1 Deli Plaza Bl D/17 Lt 2,medan
Bank Rakyat Indonesia (BRI) Jl Pahlawan,Jl.  Pahlawan 1,semarang
Sanjaya Motor,Jl.  Raya Karangkandri 153  Kesugihan,cilacap
CV Elang Pusaka Mandiri,Jl.  Ciledug Raya Blok A-8/123,jakarta
Apotik Kimia Farma,Jl.  Aipda KS Tubun Raya 84 B-C,jakarta
Cantik Digital Imaging Bridal Salon,Jl.  Mangga Besar VIII 9,jakarta
Bank Danamon Jl RS Fatmawati,Jl.  RS Fatmawati 71-H,jakarta
PT Panca Dharma,Jl.  Veteran 66-68,bandung
Apotik Angsoka Hijau,Jl.  Angsoka Hijau IV Blok E-6/17,jakarta
PT Surya Darma Perkasa,Jl.  I Gusti Ngurah Rai 14-16,denpasar
PT Aroma Moka Nusantara,Jl.  Kemang Raya 11 JIO Bldg Lantai 2,jakarta
Rumah Makan Pepes Ikan Majalaya,Jl.  Nanas 41,bandung
Dunia Sepeda,Jl.  Merdeka 120 Cimone Karawaci,tangerang
PT Bank UIB,Jl.  Hasanuddin HM 33,banjarmasin
ATM BJB KCP Balaraja,Jl.  Raya Kresek Km 0 5 Ruko 2,tangerang
Apotik Sari Husada,Jl.  Raya Karangawen 113,semarang
Surya Jaya PT,Jl.  Gn Bulusaraung 25-A Pattunuang Wajo,makassar
Indo Karta Neon Sign & Digital Printing,Jl. Pembangunan II 12 BB  Gambir -,jakarta
SMP Putra Harapan,Jl.  Gurame Raya 1 Perumnas II,bekasi
Graha Sepeda,Jl.  Dharmawangsa 119A,surabaya
Bengkel Arisma Motor,Jl.  Suyudono 93-A Gemah,semarang
SMK Karya Wijaya Kusuma,Jl.  Mujahidin 17 A,jakarta
PT Santigi Asri,Jl.  Nusa Tamalanrea Indah 2,makassar
Sagu Mutiara,Jl.  Kelengan Besar 638 A Kembangpaes,semarang
CV Dana Pijar,Jl.  Gn Bromo 45 Blok IV,denpasar
Surf Station,Ruko Soekarno Hatta Bl A/2,malang
Madrasah Tsanawiyah Raudatul Ulum,Jl.  Raya Ngijo,malang
Sun Motor PT Div Motor,Jl.  Pandanaran 75,boyolali
Toko Dunia Jaya,Jl.  Perniagaan 66 Kesawan,medan
CV Mangkok Putih,Jl.  Mahakam I 15,jakarta
Galeri 24,Jl A Damyati 7,tangerang
PT Wiyoko Electronics Media,Jl.  Kaliabang Tgh Lakiabang Tengah,bekasi
ATM BCA Margo City 1,Jl.  Raya Margonda 358 Margo City Unit GF 11,depok
ATM CIMB Niaga Hayam Wuruk,Jl.  Hayam Wuruk 4,jakarta
Ratna Ayu Salon,Jl Gn Rinjani 24-X,denpasar
PT. Mandiri Lintasbuana Cakrawala,Jl. Margonda Raya No. 533 C,depok
ATM BTN KK Teluk Pucung,Jl.  Pejuang Ruko Taman Wisma Asri Blok M/7,bekasi
Rumah Makan Cunda,Jl.  Teuku Cik Ditiro 8-N,medan
A To Z Boutique,Jl.  Letjen S Parman 26,medan
Bakrie Asuransi Jiwa Jl Sungai Saddang,Jl.  Sungai Saddang Plaza Latanette Blok C/5,makassar
PT Simple Delapan,Jl.  Kemang Raya 15,jakarta
Hotel Vidi III,"Jl.  Kaliurang Km 5,2 Blok CT-II/5",yogyakarta
SMP Negeri 1 Bululawang,Jl.  Sempalwadak 19,malang
Bank Negara Indonesia (BNI) Jl Pungkur,Jl.  Pungkur 122,bandung
Klinik Classic,Jl.  Bendi IX 3,jakarta
PT Utama Sarana Medika,Jl.  Tebet Barat Raya 3 Tebet Barat Tebet,jakarta
Toko Pak Tani,Kompl Kanjengan Bl A/17-18,semarang
Toko Sentral,Jl Ujung Murung 104,banjarmasin
Rumah Sakit Port Medical Centre,Jl.  Enggano 10,jakarta
Jaya Pub,Jl.  Seminyak 2,denpasar
Sumber Baru Motor CV,Jl.  KH Akhmad Dahlan 55-B,purworejo
Klinik Surya Medika,"Jl.  Raya Serang Km 13,8/7",tangerang
TK Tunas Barelang,Kompleks Puskopkar Blok B-2/1,batam
