name,address,region
Bustami Rent A Car,Jl Kupang Jaya A-1/1,surabaya
PT National Industry Textile Co,Jl.  Gajah Mada 156-II,jakarta
Muncul Warteg,Jl.  MH Thamrin 23-A,semarang
Restoran Ajihara,Jl.  Melawai IX 3-A,jakarta
Travel Mitra Abadi,Jl.  Margorejo Indah B-114,surabaya
ATM Permata DTC Depok,Jl.  Raya Sawangan Raya 1,depok
SD Kristen Lemuel 02,Jl.  Raya Pos Pengumben 30,jakarta
Tirta Mas Swimming Pool,Jl.  Raya Kayu Putih Gg IV - V 1,jakarta
UD Suzuki Cendrawasih,Jl.  Cendrawasih 212,makassar
Apotik Sri Farma,Jl.  Mayjen Sutoyo 45,denpasar
Hotel Mataram,Jl.  Pasar Kembang 61,yogyakarta
Warung Gage Jaya,Perum Pd Jati BV-13,sidoarjo
Sriwijaya Perus UD,Jl.  Bogangin 14 Kedurus Karangpilang,surabaya
Hasan Hair Control,Jl Cinere Raya Bl K/3-B,jakarta
Satellindo Bali Denpasar,"Jl. tukad pancoran 1 no-3 Panjer ,",denpasar
ATM BNI KCP Rumah Sakit Immanuel,Jl.  Kopo 161,bandung
Akademi Kesehatan Lingkungan Wiyata Husada,Jl.  Glendongan Tambakbayan,yogyakarta
ATM CIMB Niaga Tomang Tol,Jl.  Taman Kedoya Baru 8,jakarta
Dimas Motor,Jl.  Talaga Bodas 75,bandung
PT Multi Plaza Properties,Jl Pinangsia Raya Glodok Plaza 75 Lt 1,jakarta
Lintas Teknologi Indonesia,Jl. Medan Merdeka Selatan 12  Gambir -,jakarta
TK Islam Al Azhar,Jl.  Kemandoran I 46,jakarta
SD Negeri 03 Pagi Kayu Manis,Jl.  Kayu Manis IV 20,jakarta
Rumah Sakit Umum Dr Han Sik Liang,Jl.  Simpang Ijen 3,malang
Ged Sentra Progress,Jl.  Sei Mencirim 87 Babura Sunggal,medan
Rumah Makan Sarang Bang,Ruko Pinangsia Blok A/12,tangerang
SD Negeri Kwangsan,Jl.  Mangkurejo 3-A,sidoarjo
Agung Kencana Hotel,Jl.  Menteri Supeno 55 Pandean Umbul Harjo,yogyakarta
Astra Motor Veteran,Jl.  Veteran Selatan 15-21 Lariangbangi,makassar
Pia Cap Mangkok,Jl.  Semeru 25 Oro-oro Dowo Klojen,malang
PT Makassar Indah Motor,Jl.  Gn Bawakaraeng 85,makassar
Apotik Bratang,Jl.  Bratang Gede 78,surabaya
SMK Kawula Indonesia,"Jl.  Kapin Raya 2, Pondok Kelapa, Duren Sawit",jakarta
Proyek Food Station,Jl.  Pisangan Tmr Pisangan Timur Pulo Gadung,jakarta
ATM BNI Menko Polkam,Jl.  Merdeka Barat 15,jakarta
SMP Kristen Pamerdi,Jl.  Kb Agung 5,malang
Toko Morelio,Jl Pluit Indah Raya Megamal Pluit 16,jakarta
Sahara Hotel,Jl.  Alun Alun Selatan 14 Bangunharjo,semarang
Lingga Group Rent A Car,Jl.  Darat 64-D Darat,medan
Flybest Indonesia,Ruko Tol Boulevard Block B27 Serpong,tangerang
Angkasa Motor,Jl.  Gn Krakatau 89 Gelugur Darat I,medan
Xstream Komunikasi Indonesia PT,Jl.  Raya Jati Padang 6-X,jakarta
Apotik Permata Farma,Jl.  Cijerah 63,bandung
Asuransi Jiwa Bersama Bumiputera Jl Raya Puputan,Jl.  Raya Puputan Renon Kompleks BNI,denpasar
Pambudi Bangunan CV,Jl.  Imogiri Barat Km 7 5 Bantul Bantul,yogyakarta
Klinik Duta Medika,Jl.  Daan Mogot Km 20/26,jakarta
Tiga Ikan,Jl.  Rangkah I 102 Rangkah Tambaksari,surabaya
ATM Danamon Gunung Agung,Jl.  Gunung Agung 1-A,denpasar
Klinik Hartimin,Jl.  Jumhana 28 E,medan
Bank Tabungan Negara (BTN) Jl Gn Batukaru,Jl.  Gn Batukaru 84,denpasar
Kelompok Bermain Mandala,Jl.  Putro Agung II 6,surabaya
TK Kuntum Melati,Ds Karangnongko,yogyakarta
Franky Salon,Jl Erlangga Raya 35,semarang
Bank Tabungan Pensiunan Nasional (BTPN) Jl Iskandar Muda,Jl.  Iskandar Muda 40-A,medan
ATM BRI KCP UNPAD Jatinangor,Jl.  Raya Jatinangor 148,bandung
Paytren Express Bandung,Jl.  Moh Toha No. 306,bandung
Celeste Souvenir Parcel & Gift Shop,Jl.  Wotgandul Barat 27 Kranggan,semarang
Astra International PT Tbk-Toyota,Jl.  Siliwangi 76 Batutulis,bogor
Toko Mega Indah,Pasar Dinoyo Bl B/6 Lt Dasar,jakarta
Para Handycraft,Jl.  RS Fatmawati 38,jakarta
Apotik Danita,Jl.  Laksda Adisucipto Km 9,yogyakarta
SMA Negeri 5,Jl.  Pemuda 143,semarang
Saka Utama CV,Desa Cemagi Br Seseh  Mengwi,denpasar
Indra Karya PT Persero,Jl.  Ketilang Raya 16,semarang
Sekolah Tinggi Teknologi Dirgantara Makasar,Jl.  Poros Makasar Maros 22 Rappocini Tamalate,makassar
Garden Palace Hotel,Jl.  Yos Sudarso 11 Embong Kaliasin Genteng,surabaya
Rentcar Rajawali,Br Batu Belig 41,denpasar
PT Gandha,Jl.  Cikini Raya 88 Cikini Menteng,jakarta
SMA Pasundan 5,Jl.  Sarirasa 130/4,bandung
Merpati Nusantara Airlines PT,Jl.  Tamblong 11,bandung
ATM BCA Jonas Photo,Jl.  Banda 38,bandung
Kusye Salon,Jl Pembangunan II 15,jakarta
Spageddies Italian Kitchen,Jl.  Letjen S Parman 280,medan
PT Mutiara Persada Inti,Jl.  Akses Tol Cibitung,bekasi
SMP Mabadie Khoiri Ummah,Jl.  H Adam Malik 12,surabaya
Dundee,Jl.  Dharmahusada 23,jakarta
ATM CIMB Niaga Apart Pakubuwono,Jl.  Pakubuwono Raya 68,jakarta
ATM BNI Mall Panakukang 1,Jl.  Bougenville,makassar
ATM BCA Cilandak KKO,Jl.  Cilandak KKO 9,jakarta
Linda Beauty Slimming Center,Jl.  Raya Tenggilis 48 Blok N/8,surabaya
Toko Keong,Pasar Johar Atas Kauman,semarang
Horison Motor,Jl.  Raya Wadung Asri 87  Waru,surabaya
BM Bu Mus Catering,Jl.  Pacar Kembang V E-7,surabaya
ATM Mandiri Asia Afrika 2,Jl.  Asia Afrika 112,bandung
Indola Salon,Jl.  Letjen S Parman 317,medan
Bank Ekonomi Raharja PT Tbk,Jl.  Kb Kacang Blok B Lantai 3/30,jakarta
Ririn Salon,Jl.  Pamulang Raya Pamulang Plaza Blok B/10,jakarta
Mooi Factory Outlet,Jl Raya Kupang Indah 1,surabaya
Bank Harda Internasional Jl Cut Meutia,Jl.  Cut Meutia Ruko Pusat Megah,bekasi
TK Al Mansuriyah,Jl.  H Salim 3,depok
TK Modern Tadika Puri,Jl.  Kapt Damsur 19,cirebon
Anna Salon,Jl.  Danau Sunter Utara Blok J-12/56,jakarta
Hongkong Pasar Swalayan,Jl Cirebon 76 A Hongkong Plaza Lt I,medan
Fun And Creative Junior,Jl.  Embong Tanjung 44 B,surabaya
La Beauty,Jl Mandala Raya 37,jakarta
Kadek Dentate Motor Bengkel,Jl.  Fatma Br Dlodtangluk,denpasar
ATM BTN KC Medan,Jl.  Pemuda 10-A,medan
SMA YPK 2,Jl.  Semeru 42,malang
Jaya Sakti Motor II,Jl.  Majapahit 218-A,semarang
Hegarmanah Hotel,Jl.  Abd Rahman 165 Kota Kaler,sumedang
Bank Danamon Jl Raya Express,Jl.  Raya Express Blok AM/3-A,bekasi
Godila Hotel,Jl.  Gondangdia Lama 36 A Gondangdia Menteng,jakarta
PT Puri Az-Zuhra Muslimah,Jl Tmn Kb Sirih Km III/5,jakarta
Kwetiaw Sapi 03,Jl.  Mandala Raya 3,jakarta
Bank CIMB Niaga Jl Tomang Raya,Jl.  Tomang Raya 25,jakarta
TK Maria Bintang Laut,Jl.  Kb Jati 209,bandung
Apotik Yayasan Pengembangan Obat Karya Sari,Jl.  Letjen Suprapto 80,jakarta
Surya Sumantri Food Court,Jl.  Surya Sumantri 18,bandung
Klinik Global Health,Jl.  Majapahit 88-EF,medan
Cirebon Indah Photo,Jl.  Siliwangi 183,cirebon
Apotik Sinar Jaya,Jl.  Sekip XX 12,medan
Sekolah Tinggi Ilmu Ekonomi YPPN Bekasi,Jl.  Ir H Juanda 111-E-G,bekasi
Favour Of God Resto Wellness Salon,Jl Imam Bonjol Ruko E 176,semarang
Bank Mandiri Jl Cijagra I,Jl.  Cijagra I 37,bandung
Javanese Handicraft & Souvenir,Jl.  Salendro Raya 15 Turangga Lengkong,bandung
Universitas Katolik Darma Cendika,Jl.  Deles I 29,surabaya
ATM BCA Wisma 46,Jl.  Jendral Sudirman Kav 1 Lantai dasar,jakarta
ATM BCA Sunter,Jl.  Raya Agung Utr,jakarta
Toko Dialin,Jl.  Raya Kuta 64,denpasar
Surya Salon,Jl Cisitu 190,bandung
Genzi Computer,Jl.  Merdeka 150 Ciwaringin,bogor
Travel Dewi Wisata Tour,Jl.  Sultan Hasanuddin 15,makassar
Borneo Pos,Jl.  Letjen Sutoyo Gunungsari Ulu,balikpapan
Gagasceria Innovative Education,Jl.  Malabar 80-82,bandung
Toko Kinon Sutan Basa H,Jl Pasar Raya Tahap III 7,padang
Toko Thomy Harahap H,Jl Merdeka Pasar Penampungan Bl E/86,padang
SMP Negeri 2 Ngasem,Jl.  Rajekwesi 1,bojonegoro
Wirayuda Swaratama Jeka,Jl. Musi No.43  Gambir -,jakarta
PT Patra Nusalease,"Jl Raya Tajur 162, Babakan Pasar,",bogor
Nirwana Salon,Jl.  Dg Regge 57,makassar
Toko Aneka Baru,Jl Somba Opu 37,makassar
PT Acacia Mitra Abadi,Jl.  Panjang Jiwo Permai I Blok B/21,surabaya
Siska Photo,Jl.  Kapt Agung 6,denpasar
Isuindomas Putra PT,Jl.  Letjen S Parman 182 Belanti Timur,padang
Mini Market Pelangi,Ruko Tmn Gapura Bl F/19,surabaya
Setia Toserba,Jl P Diponegoro 246,surabaya
Adriyani Salon,Jl Pleburan Tgh 2,semarang
111 Kantin,Jl.  Kapasari 111,surabaya
Poliklinik Harapan Baru,Jl.  Harapan Baru Barat Blok BA-1/51-A,bekasi
VO Beauty Care Facial Centre,Jl Kelapa Hybrida Raya Bl PD-14/8,jakarta
Inhutani III PT Persero,Jl.  Sei Salak Land Ulin Km 28,banjarmasin
PT Kima,Jl.  Kima Raya II Bira Biringkanaya,makassar
Kai Couture Salon,Jl Panglima Polim IV 75,jakarta
Nirwana Hotel,Jl.  Merpati 13 Bonipoi Kelapa Lima,kupang
Kirena Salon,Jl.  Andalas 74,makassar
Susyanti Salon,Ruko Pamulang Permai I Blok SH-6/3,jakarta
Koperasi Baitul Maal Muhammadiyah,Jl Menteng Raya 62,jakarta
Oncom Raos,Jl.  Cihampelas 57 Tamansari,bandung
TK GIKI,Jl.  Dukuh Kupang Utara I 2,surabaya
Zirex Sindo Mandiri Buana PT,Jl.  Raya Daan Mogot 59,jakarta
Max3 Store Mampang Prapatan,Jl. Kemang Raya  Mampang Prapatan -,jakarta
Bank Central Asia (BCA) Jl Raya Sesetan,Jl.  Raya Sesetan 301,denpasar
Bengkel Stel Lingkar Bersama,Jl.  Dr Setiabudi 84 Sei Sikambing B,medan
ATM Danamon Pandu,Jl.  Pandu 41/70,medan
Apotik Narogong,Kompleks Taman Narogong Indah Blok TA/27,bekasi
Apotik Arja Farma,Jl.  Monumen Emmy Saelan 7,makassar
Town For Kids,Jl.  Cimanuk 10,bandung
TK Al Ishmah,Jl.  Pisangan Lama III 20,jakarta
Bank Agroniaga PT Tbk,Jl.  Mugas Dlm Atas,semarang
SMK Islamic Village,Jl.  Raya Kelapa Dua Kompleks Islam,tangerang
Gili Nanggu Hotel,Jl.  Harimau 24-C,mataram
SMA Sandikta,Jl.  Hankam Raya 208,jakarta
Bank CIMB Niaga Jl Cempaka Putih,Jl.  Cempaka Putih Blok A/68,jakarta
Hotel Merdeka,Jl.  Bongkaran 6,surabaya
Lippo General Insurance Ruko Plaza Menteng,Jl.  MH Thamrin Ruko Plaza Menteng Blok A/12,bekasi
SD Negri 2 Harapan Jaya,Jl.  Pisang Wisma Seroja 11-A,bekasi
Mella Spa Beauty Salon,Kompleks Pd Jati Blok BF/8,sidoarjo
Bank Mandiri Jl Raya Boulevard,Jl.  Raya Boulevard Blok PA-11/18,jakarta
Toko Siranda,Jl Letjen S Parman 26-A,semarang
Klinik Ulan Medica,Jl.  Hayam Wuruk 111 UV,jakarta
PT Aneka Spring Telekomindo,Jl.  Kalianyar 15-G,surabaya
ATM BNI KLN Buaran 1,Jl.  Raya Perumnas 9,jakarta
Anda Bakso,Jl.  Gayungan PTT 35-A,surabaya
Bank Victoria International Kompl Taman Kebon Jeruk,Kompleks Taman Kb Jeruk Blok B/4-5,jakarta
Diana Motor,Jl.  Damar Wulan 1-B,semarang
Twinkle Sta Rumah Sakit Early Childhood Education Centre,Jl.  Raya Cilandak Tgh 5,jakarta
Benjamin Gideon & Associates,Jl.  Gayungsari VII 30-32 Gayungan Gayungan,surabaya
Apotik Bakti Rahayu,Jl.  Ketintang Madya I 16,surabaya
ATM OCBC NISP Dutamas Fatmawati,Jl.  RS Fatmawati Duta Mas Fatmawati Blok D1/9,jakarta
Chantique Of Sydney Australia,Jl Raya Seminyak 73-B,denpasar
Asuransi Jiwa Sequis Life Jl KH Akhmad Dahlan,Jl.  KH Akhmad Dahlan 69 A-B Graha Parama,jakarta
Fei Fei Boutique,Kompleks Taman Cibaduyut Indah Blok G/309,bandung
PT Jawa Pos,Jl.  Arjuno 23 Kauman Klojen,malang
TK Tritunggal,Jl.  Kayu Manis Kompleks Bukit Nusa Indah,jakarta
TK Islam Al Hikmah,Kompleks Jatijajar Estate Estate Blok A-V/13,jakarta
PT Dhanar Mas Concern,"Jl.  Moh Toha Km 6,8",bandung
ATM Panin JIS Cilandak,Jl.  Raya Terogong 33,jakarta
Universal School,Jl.  Ruas D-7 Kompleks Kemayoran,jakarta
Efod Boutique,Jl Jend Gatot Subroto Plaza,medan
SD Negeri 03 Pagi Bendungan Hilir,Jl.  Danau Toba,jakarta
PT Sunwood Timber Industries,Jl.  Industri II 88  Cikupa,tangerang
ATM BCA SPBU Coco A Yani,Jl.  Jendral A Yani 157-159,semarang
PT Unindo Agung Utama,Jl.  Raya Jemursari 196 A-B-C,surabaya
Slawi Motor,Jl.  Jati Makmur Raya 7-8,jakarta
ATM Mandiri Yos Sudarso 2,Jl.  Yos Sudarso 30,jakarta
Rumah Bersalin Mekarsari,Jl.  Cililitan Besar 13,jakarta
Bank Panin Jl Sultan Agung,Jl.  Sultan Agung 14,malang
Klinik Bersama Panglima,Jl.  Panglima Polim II 2-4,jakarta
Shine-Printing,Jln : YKP Pandugo I Blk Pn.19,surabaya
UD Subur Jaya,Jl.  Peneleh 174,surabaya
Depot Bondowoso,Jl.  Wiyung Raya 18,surabaya
TK Syahidin Ws,Jl.  Trajutrisno,semarang
Angga Fitness,Jl Jend Gatot Subroto II 5,denpasar
Body Jimmy Club,Jl Jend Gatot Subroto 18,tangerang
Star One Station,Jl.  Irian 67,medan
PT Langgeng Ayomlestari,Jl.  Sultan Hasanuddin Blok M Mall Basement 1,jakarta
SMP Negeri 9 Cirebon,Jl.  Pramuka 26,cirebon
Ibu Wali Catering,Jl.  Permai XII 10,bandung
Bank Sumut Kompl Gesit Agung,Kompleks Gesit Agung Blok A/7-K,medan
PT Dwi Rindo,Jl.  Malabar 51 Guntur Setia Budi,jakarta
Sinar Mujur Jaya PT,Jl.  Jaya 25 Gg Kenanga V 57,jakarta
Kelurahan Cempaka Putih Timur,Jl. Cempaka Putih Tengah XII Cempaka Putih -,jakarta
SMP 2 Tamban,Ds Tamban Raya,banjarmasin
WG Motor Mandiri,Jl.  Ciateul 162-B Ciateul Regol,bandung
PT Duta Baharu Sarana,Jl.  Taman Kb Sirih I 2 Kp Bali Tanah Abang,jakarta
Baeleh Salon,Jl.  Moh Toha 240,bandung
Ebony Hotel,Jl.  Gn Nokilalaki 27 Lolu,palu
CV.Kreasi Karya Sadaya,Alamat : Kantor Pusat : Jl.  Subrata No 18,bandung
PT Surya Harapan Perkasa,Jl Administrasi Negara I 13,jakarta
Depot Surabaya,Jl.  Panglima Sudirman 167,gresik
Bank Jasa Jakarta PT,Jl.  Raya Pejuangan Kav 21 Ruko Sastra Graha 6,jakarta
Sekolah Tinggi Ilmu Manajemen Dhyana Pura,Jl.  Raya Padang Luwih Br Tegal Jaya,denpasar
Design Bali Online,Citra EXT B22/20 Kalideres,jakarta
CV Mulia Artha Mega,Kompleks Taman Pegangsaan Indah Blok O/34,jakarta
Victory Motor,Jl.  Merdeka 92 Bugel Karawaci,tangerang
Klinik Rosni Halizar,Jl.  Keadilan Lr 2 443,medan
Bank Bukopin Jl Dr Setiabudi,Jl.  Dr Setiabudi 6,medan
Evy Soenardi Salon,Jl.  WR Supratman 48,surabaya
Xinhua News Agency,Jl. Panarukan 31  Menteng -,jakarta
Ade Knalpot Shock,Jl.  Buahbatu 1-A Burangrang Lengkong,bandung
Klinik Adi Guna,Jl.  Pasundan 32-B,medan
Klinik Rumah Bersalin & PBDS Al-Fauzan,Jl.  Raya Condet 13,jakarta
SD Hangtuah XI,Jl.  Rencong 7,sidoarjo
Restoran Imperial Star,Jl.  Datumuseng 1,makassar
ATM BNI Vigo Supermarket,Jl.  Kapt Patimura,medan
Arga Kencana Santoso PT,Jl.  KH Ahmad Dahlan 2,semarang
ATM Commonwealth KC Gading Tmr,Jl.  Raya Boulevard Timur Blok NC-1/61,jakarta
Axa Mandiri Financial Services Jl Raya Cikini,Jl.  Raya Cikini 56,jakarta
Sekolah Tinggi Ilmu Kesehatan Prima Husada Medan,Jl.  Belanga 1,medan
RSKIA Bhakti Ibu,Jl.  Golo 33,yogyakarta
Linda Collection,Jl.  Amil 3,jakarta
Kafe Gong Bali,Jl.  Pratama 88,denpasar
La Mariage Bridal And Salon,Jl Mangga Besar VIII 4-D,jakarta
Silvia Bridal,Jl.  Boulevard Barat Raya Blok LC-7/59,jakarta
ATM BCA Plaza Ekalokasari 1,Jl.  Pajajaran 79 Blok G-H,bogor
SMP Negeri 4 Tambun,Jl.  Raya Jati Mulya,bekasi
Asuransi Jiwa Sequis Life Jl Zainul Arifin,Jl.  KH Zainul Arifin 53-B/21,medan
PT Naviri,Jl.  Suryopranoto 2 Harmoni Plaza Lantai 2,jakarta
Toko Beni Colection,Jl.  H Fachrudin Blok C-3/2/36,jakarta
Rialis Salon,Psr Inpres Bl J/2,balikpapan
IFTK Jaffray,Jl.  Jatinegara Timur II 35,jakarta
Oikoi Silver,Jl.  Bimasena Br Anyar Kelod 88,denpasar
Apotik Bunda,Jl.  Veteran 4-A,padang
ATM Permata Macan Yaohan,Jl.  Yos Sudarso 121,medan
ATM BNI Taman Ria Senayan,Jl.  Gerbang Pemuda Senayan,jakarta
PT Golden Star,Kompleks Bumi Riau Makmur Blok B/2,batam
Apotik Yusifa,Jl.  Letjen Jamin Ginting Km 7/17,medan
Toko Ahmad Rizki,Pasar Cempaka Putih Blok A CKS/91,jakarta
Hanatsubaki,Jl.  Monkey Forest  Ubud,gianyar
Arum Salon,Perum Pd Jati E-3,sidoarjo
Bengkel Asem Reges,Jl.  Stasiun Timur 36-A Braga Sumur,bandung
PT Warna Mardhika,Jl.  Letjen Haryono MT 58,medan
Purie Kebaya,jln patimura no 6,denpasar
Apotik Sari,Jl.  Cideng Barat 96,jakarta
Slim Body Care,Jl.  Dr Wahidin 11 D,medan
Toko Cantik,Kompl Tanjung Pantun Bl BB/3,batam
ATM CIMB Niaga BEJ,Jl.  Jendral Sudirman Gedung BEJ Tower II,jakarta
SMP 3 Negeri Tembuku,Ds Undisan Br Sama,denpasar
Glitz Boutique,Pasar Atoom Thp II Blok BB-54 3,surabaya
Crisia Rumah Mode,Jl Jend Sudirman 99-101 Mal Galeria/7-9 Lt 1,yogyakarta
ATM Panin BSD Golden Madrid,Rukan Golden Madrid Blok E/3567,tangerang
Hotel Palapa,Jl.  Stasiun 8,cirebon
Asuransi Jiwa Bersama Bumiputera Jl Daan Mogot,Jl.  Daan Mogot Km 14 Blok C/6,jakarta
ATM BTN KC Makassar,Jl.  Kajaolalido 4,makassar
Toko Aulia Sari,Pasar Antasari Bl AB/4,banjarmasin
Sekolah Al Kaffah,Kompleks Harapan Indah Blok AA/8-9,bekasi
PT BE Beautiful Utama,Jl.  Barito II 7,jakarta
SD Negeri Bulu Sidokare,Jl.  Panglima Hidayat 6,sidoarjo
CV Eddie,Psr Kembang 114,surabaya
TK As Salafy,Jl.  Kb Nanas Utara II 3,jakarta
STMIK Bina Nusantara,Jl.  KH Syahdan 9,jakarta
Travel Mahoni Tour,"Jl.  Mahoni Raya 18 Perum Mojoranu,",bojonegoro
Toko Bellina,Jl.  Kalimantan Blok K/7,yogyakarta
Apotik Farmarin,Jl.  Banteng 14,bandung
SD Negeri Pegajahan 2,Jl.  Pegajahan 54,cirebon
Polsek Curug,Jl.  Curug Kulon,tangerang
Toko Maju,Jl Sambas 005,medan
Toko Mahkota,Jl.  Karet Raya Pasar Malabar Blok B-1/8,tangerang
Bank CIMB Niaga Jl KH Agus Salim,Jl.  KH Agus Salim Blok A-9/49,semarang
Wiwi Salon,Jl.  H Maun 57,jakarta
SMA Yappenda,Jl.  Swasembada Timur V 10,jakarta
Kalbe Farma PT Tbk,Jl.  Tambak Aji 1-A Tambakaji Ngaliyan,semarang
Apotik Jaya Baru,Jl.  Prof HM Yamin SH 216-F,medan
PT Makro Indonesia,Jl St Alauddin 95,makassar
Restoran Jepun Bali Bar,Jl.  Pratama 71,denpasar
SMP Hang Tuah 1,Jl.  Bogowonto 57,surabaya
CV Big House,Jl.  Pura Batu,denpasar
PT Makro Indonesia,Jl Lingkar Luar Slt Kav 5-6,jakarta
SMP Negeri 6,Jl.  Bulak Timur I 7,jakarta
RSU Manuaba,Jl.  Cokroaminoto 28,denpasar
ATM Mandiri Ged AKA,Jl.  Bangka Raya 2 Gedung AKA Lantai Dsr,jakarta
Toko Freddy,Pasar Tanah Abang Blok B-1/D-24 Lantai 1,jakarta
Ayam Goreng Ny Umi,Kawasan Industri Jababeka Blok CC/4-6-7,bekasi
PT Binayasa Putra Batara,Jl.  Kajaolalido 4 Baru Ujungpandang,makassar
Suzuki Rajawali,Jl.  Rajawali Barat 67-69,bandung
Toko Putra Cianjur Snack,Jl.  Dr Muwardi 14,cianjur
Larisa Salon,Jl.  Wisma Permai Barat Blok MM/18,surabaya
Risna Salon,Ruko Penuin Centre Bl C/11,batam
Nugraha Hotel,Jl.  R Panji Suroso Blimbing Blimbing,malang
Asuransi Jasa Indonesia (JASINDO) Jl Raya Margonda,Jl.  Raya Margonda 263,depok
Zahra Salon,Jl.  Mannuruki Raya 32,makassar
UD Suryatama Teknik,Jl Brigjen Katamso 37 Kompl Baru II,medan
Pantai Timor Hotel,Jl.  Sumatera 44 Solor Kelapa Lima,kupang
SD Negeri Margajaya IV,"Jl.  Veteran Dlm 76, Marga Jaya,",bekasi
Madrasah Tsanawiyah Koto Tangah,Jl.  Manggis 13 Kompleks Belimbing 182,padang
Eman Terus Motor,Pasar Sukaraja Blok 7,sukabumi
Parama Network PT,Jl.  Dharmawangsa VI 1 Melawai Kebayoran Baru,jakarta
ATM BTN KK Helvetia,Jl.  Raya Mawar 143-A Perumnas Helvetia,medan
PT Pawesri Mandiri,Jl.  Sibayak Kompleks Cinere Estate Kav J-118,jakarta
Restoran Istana Kuring,Jl.  Sultan Iskandar Muda 8,jakarta
Depot Rujak Cingur,Jl.  Gresikan 3,surabaya
ATM BNI KCP Sumbawa,Jl.  Sumbawa 21,bandung
PT Haluan Niaga Perkasa,Supermal Pakuwon Indah 1,surabaya
Vesta Salon,Jl.  Jaksa Agung Suprapto 189,bojonegoro
ATM BNI WTC Serpong,Jl.  Raya Serpong 39,tangerang
PT Marga Nusantara Jaya,Jl.  KH Hasyim Ashari 25 Tanah Tingi,tangerang
Uni Paramandala Patya PT,Jl.  Kyai Maja 1 CD Kramat Pela Kebayoran Baru,jakarta
ATM BNI Kampus UNIKA,Jl.  Setia Budi 479 F,medan
Santi Skin Care Centre,Jl.  Merdeka 44 Graha Santi Lantai 3,bandung
Toko Diana Photo,Jl.  Mangga Besar I 61-A,jakarta
Rumah Makan Apeng Kwetiau Medan,Jl.  Kedungdoro 265-267,surabaya
Herbaroma Spa Salon Rudy Hadisuwarno,Jl Jend Sudirman Kav 1 Wisma 46 Kota BNI Lt 2,jakarta
Harapan Indah UD,Jl.  KH Mas Mansyur 34-A Ampel Semampir,surabaya
Bank Muamalat Jl Buaran,Jl.  Buaran Blok C-1/9-11,jakarta
Zetron System,Jl.  Asem Bagus II 36-A Tembok Dukuh Bubutan,surabaya
Wisma Cece,Jl.  Kb Kacang V 36 Kebon Kacang Tanah Abang,jakarta
Kafe Chatter Box,Jl.  Asia Afrika 8 Plaza Senayan Lantai 5,jakarta
Lembaga Pendidikan Terapan Panghegar,Jl.  Belitung 3 Merdeka Sumur,bandung
ATM OCBC NISP Ruko Pd Gede Asri,Ruko Pondok Gede Asri Blok B/4,bekasi
Top Studio Foto,Jl.  Imam Bonjol 52-B,denpasar
Aditya Cipta Usaha CV,Jl.  H Soleh 40 Sukabumi Udik Kebon Jeruk,jakarta
Saung Angklung Udjo,Jl.  Padasuka 118,bandung
Perinsen Hotel,Jl.  Mangga Besar Raya 103 Tangki Taman Sari,jakarta
TK Tunas Bangsa,Jl.  Gn Sahari XI Blok B/17-A,jakarta
Bukit Sari CV,Jl.  Raya Kuta-Tuban 450 Kerobokan Kuta,denpasar
ATM CIMB Niaga Pinangsia,Jl.  Imam Bonjol Ruko Pinangsia Karawaci,tangerang
Bank Negara Indonesia (BNI) Jl Bandara Soekarno Hatta,Jl.  Bandara Soekarno Hatta,jakarta
Krijda Boutique,Jl.  Serua Raya 45,jakarta
Toko Makmur,Jl Palad Pasar Pulo Gadung Bl BKS/005,jakarta
Hotel Kanira,Jl.  Pelajar Pejuang 45 10,bandung
Local Aesthetic,Jl.  By Pass Ngurah Rai 508 Kerobokan Kuta,denpasar
Denco Variasi,Jl.  Kapas Krampung 236,surabaya
Apotik Mustika Jaya II,Jl.  KH M Mansyur 246,surabaya
SD Negeri Lebo,Jl.  Raya Lebo,sidoarjo
Gumilang Sari Hotel,Jl.  Dr Setiabudi 323-325,bandung
Toko Cemerlang,Jl.  Lembeh 65 Pattunuang Wajo,makassar
Bank Tabungan Negara Syariah PT Tbk,Jl.  Embong Kenongo 3,surabaya
Aminah Catering,Jl.  Letda Reca I 8,denpasar
Sparks Hotel,Jl.  Mangga Besar Raya 42 Tamansari Taman Sari,jakarta
PT Era Langkah Gemilang,Jl.  Jendral A Yani 773,bandung
Sun Salon,Jl.  Ki Asnawi 46,tangerang
PT Katsaa Consultants,Jl.  Engku Putri Plaza Millenia Lantai 3,batam
Klinik Dr Anton,Jl.  Tomang Raya 5-F Tomang Grogol Petamburan,jakarta
Taksi Bosowa Banyuwangi,Jl.  gatot subroto km 05,banyuwangi
TK Alizah,Jl.  Margorukun Rel 11,surabaya
Farisqo,Jl.  Pasar Sayati Indah Blok B/47,bandung
Bank Mandiri Jl M Ichwan Rais,Jl.  M Ichwan Ridwan Rais 10-18,jakarta
Bank Nusantara Parahyangan Jl Jend Gatot Subroto,Jl.  Jendral Gatot Subroto 268,bandung
SD Muhammadiyah Bodon,Kp Bodon Jagalan,yogyakarta
Apotik Dian Sejahtera,Jl.  Tangkuban Perahu 2,gresik
PT Baliharum Pandita,Jl By Pass Ngurah Rai 133,denpasar
Danes Clinical Skin Care,Jl Letjen S Parman,medan
Apotik Walujo,Jl.  Utan Kayu 62,jakarta
Wingo Salon,Jl Kahuripan 5,surabaya
